web-scraper-order,web-scraper-start-url,product-link,product-link-href,name,price,freguesia,typology,private_area,type,description,nWC,floor,elevator,parking,construction_year,energy_efficiency-src,features,agent_name,total area,useful area,building area
1688377055-10,"https://www.remax.pt/comprar?searchQueryState=%7B%22regionName%22:%22Porto%22,%22businessType%22:1,%22page%22:1,%22regionID%22:%22572%22,%22regionType%22:%22Region2ID%22,%22sort%22:%7B%22fieldToSort%22:%22PublishDate%22,%22order%22:1%7D,%22mapIsOpen%22:false,%22regionCoordinates%22:%7B%22latitude%22:41.1603642610245,%22longitude%22:-8.619519668643346%7D,%22regionZoom%22:12,%22prn%22:%22Porto,%20Porto%22%7D","venda-apartamento-t5-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria                 Visita virtual     260 000 €         Porto -   Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória        Apartamento   105 m2    2    5",https://www.remax.pt/imoveis/venda-apartamento-t5-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria/124261194-9,Apartamento T5 à venda em Porto,260 000 €,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",5,105 m2,Venda,"Descrição   Apartamento T5 para Venda no Porto!     »»»IMÓVEL EM SISTEMA DE PROPOSTAS MÚLTIPLAS«««   VALOR BASE: 235 000€ OPEN HOUSE: 15 de Julho, das 15:00 às 18:30. Todos os clientes interessados deverão submeter a proposta até 18 de Julho às 18h30, data e hora em que serão abertas. As propostas serão apresentadas ao proprietário após essa hora. Todos os interessados que apresentem proposta, devem estar preparados para a sua aceitação ou apresentação de uma contraproposta. O proprietário reserva-se o direito de não aceitar nenhuma das propostas, caso entenda não estarem reunidas as condições por si pretendidas.     Situado na Rua de São Brás, no Porto apenas a 1 minuto do Hospital Santa Maria e com acesso rápido ao centro da cidade. Conta com paragem de autocarro praticamente à porta, estando cerca de 10 minutos de várias estações de metro, como Trindade, Faria Guimarães, Marquês e Lapa. Num raio de 400 metros, encontrará uma ampla variedade de serviços e comércio, incluindo Finanças, bancos, escolas, restaurantes e mercearias.   O apartamento, originalmente um T5, foi convertido em T4, sendo reversível. Possui área total de 105 m2 e está localizado no 3º andar, com orientação solar nascente-sul.   O prédio foi construído em 1983 e encontra-se em bom estado de conservação. O  edifício não dispõe de elevador. Além disso, o imóvel possui uma varanda com 10 metros de comprimento, proporcionando um agradável espaço exterior para desfrutar.   Para investidores, este apartamento oferece ainda um potencial interessante para arrendamento ao quarto.      Temos todo o gosto em apresentar-lhe este incrível imóvel! Venha conhecer e descubra todas as vantagens e possibilidades que tem para oferecer.",2,3º Andar,Não,Não,1989,https://i.maxwork.pt/mxw-650/energyefficiency/details/EF/D.png,,Rafael Teixeira,--,105,121
1688377058-11,"https://www.remax.pt/comprar?searchQueryState=%7B%22regionName%22:%22Porto%22,%22businessType%22:1,%22page%22:1,%22regionID%22:%22572%22,%22regionType%22:%22Region2ID%22,%22sort%22:%7B%22fieldToSort%22:%22PublishDate%22,%22order%22:1%7D,%22mapIsOpen%22:false,%22regionCoordinates%22:%7B%22latitude%22:41.1603642610245,%22longitude%22:-8.619519668643346%7D,%22regionZoom%22:12,%22prn%22:%22Porto,%20Porto%22%7D","venda-apartamento-t2-porto-campanha                  220 000 €         Porto -   Porto, Campanhã        Apartamento   73 m2    1    2",https://www.remax.pt/imoveis/venda-apartamento-t2-porto-campanha/125471177-13,Apartamento T2 à venda em Porto,220 000 €,Campanhã,2,73 m2,Venda,"Descrição   Excelente Apartamento T2 com 2 terraços e fabulosa exposição solar, nas Antas, junto à Avenida Fernão de Magalhães Este imóvel, localizado a menos de 100m da Avenida Fernão de Magalhães e a cerca de 200m do Parque de São Roque, situa-se ao nível do 4.º andar em prédio com elevador e é constituído por:  Hall de entrada; Cozinha equipada; Sala com recuperador de calor; 2 Quartos (um deles com roupeiro embutido); Corredor de acesso aos quartos com roupeiro embutido; 1 Casa de banho com banheira e dois lavatórios; 2 Terraços (um com entrada através da sala e da cozinha e outro com entrada a partir do quarto principal);    Outras características: Prédio com elevador; Lugar de garagem; Caixilharia dupla; Aquecimento central elétrico;   Marque já a sua visita e aproveite a oportunidade de viver no centro do Porto, desfrutando de tudo o quanto a cidade tem para oferecer!     Excellent appartement de 2 chambres avec 2 terrasses et une exposition au soleil fabuleuse, à Antas, à côté de l'Avenida Fernão de Magalhães Cette propriété, située à moins de 100m de l'Avenida Fernão de Magalhães et à environ 200m du Parque de São Roque, est située au 4ème étage d'un immeuble avec ascenseur et comprend :  Entrée Cuisine équipée Chambre avec cheminée 2 chambres (une avec placard intégré) Couloir d'accès aux chambres avec placard intégré 1 Salle de bain avec baignoire et deux vasques 2 Terrasses (une avec entrée par le séjour et la cuisine et l'autre avec entrée par la chambre principale)  Autres caractéristiques: Immeuble avec ascenseur Place de parking Cadres doubles Chauffage central électrique   Réservez votre visite dès maintenant et profitez de l'opportunité de vivre dans le centre de Porto, en profitant de tout ce que la ville a à offrir!   --------------------------------------------------------------------------------------------------------------------------------------------------------------------",1,4º Andar,Sim,1 Lug.,1989,https://i.maxwork.pt/mxw-650/energyefficiency/details/EF/C.png,Características   Urbano Terraço  Cozinha Equipada,Cláudia Valente,--,73,148
1688377061-12,"https://www.remax.pt/comprar?searchQueryState=%7B%22regionName%22:%22Porto%22,%22businessType%22:1,%22page%22:1,%22regionID%22:%22572%22,%22regionType%22:%22Region2ID%22,%22sort%22:%7B%22fieldToSort%22:%22PublishDate%22,%22order%22:1%7D,%22mapIsOpen%22:false,%22regionCoordinates%22:%7B%22latitude%22:41.1603642610245,%22longitude%22:-8.619519668643346%7D,%22regionZoom%22:12,%22prn%22:%22Porto,%20Porto%22%7D","venda-prédio-t9-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria                 Visita virtual     650 000 €         Porto -   Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória        Prédio   246 m2    0    9",https://www.remax.pt/imoveis/venda-predio-t9-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria/125471067-42,Prédio à venda em Porto,650 000 €,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",9,246 m2,Venda,"Descrição   Emblemático Prédio com duas frentes e 3 pisos, em plena Rua da Constituição, Porto, a funcionar como alojamento Local ( AL ativo). 
Prédio em propriedade total, composto por: 
Rés-do chão:
- comércio/serviços preparado e semi-equipado para restaurante/cafetaria/snackbar
( balcão, wc, copa) 
1º e 2º andar:
- cozinha renovada
- 5 suites 
- 3 quartos com casa de banho completa partilhada
- 1 quarto individual
- terraço exterior
- churrasqueira.
- zona de lavandaria Prédio localizado numa das principais artérias da cidade na rua da constituição que data do século XIX, em plena revitalização de serviços e comércio esta rua atravessa a cidade do Porto ligando-a da Av. Fernão Magalhães até à Boavista.
Existe também, caso seja de interesse, um projeto (que não foi submetido a aprovação) para fazer apartamentos dois T2 + dois T2 duplex e manter no R/C o comércio. 
Transportes:
Estação Marquês , Linha D
Linhas 203, 206, 303, 402, 501, 507, 601, 603, 805, 806 e 904 dos STCP.
O prédio está sem inquilinos. 
Aproveite esta excelente oportunidade de investimento.
Marque já a sua visita! Sobre o Porto:
A Cidade do Porto é a segunda maior de Portugal, junto à foz do Rio Douro.
Com mais de 1,7 milhões de habitantes apresenta grande atractividade para o turismo.
O Porto é uma cidade diferente com um ritmo de vida próprio, as suas ruas são pitorescas, nostálgicas e históricas classificadas pela UNESCO como Património da Humanidade.
Uma cidade fácil de visitar a pé, passeando, do Mercado do Bolhão; degustar os famosos vinhos ou visitar lugares emblemáticos e interessantes como a Torre dos Clérigos, os Jardins do Palácio de Cristal, a Sé, a Igreja de São Francisco, a livraria Lello, e as atrativas Igreja do Carmo e a Capela das Almas, até passear pela Ribeira, junto ao Rio Douro O prédio está sem inquilinos.  Aproveite esta excelente oportunidade de investimento! Marque já a sua visita! ----------------------------------------------- Immeuble à deux façades et 3 étages, au milieu de la Rua da Constitution, Porto, fonctionnant comme logement local (AL actif). 
Immeuble en propriété totale, composé de : 
Rez-de-chaussée:
- commerce/services préparés et semi-équipés pour restaurant/cafétéria/snack
(balcon, WC, cellier) 
1er et 2ème étage :
- cuisine rénovée
- 5 suites
- 3 chambres avec salle de bain complète partagée
- 1 chambre simple
- terrasse extérieure
- gril.
- Buanderie Bâtiment situé dans l'une des principales artères de la ville sur la Rua da Constitution datant du XIXe siècle, en pleine revitalisation des services et du commerce, cette rue traverse la ville de Porto en la reliant de l'Av. Fernão Magalhães à Boavista.
Il y a aussi, si vous êtes intéressé, un projet (qui n'a pas été soumis à approbation) pour faire deux appartements T2 + deux T2 en duplex et garder le commerce au rez-de-chaussée. 
Transport:
Station Marques, ligne D
Lignes 203, 206, 303, 402, 501, 507, 601, 603, 805, 806 et 904 du STCP.
L'immeuble est sans locataires.
Profitez de cette excellente opportunité d'investissement.
Marquez votre visite! À propos de Porto :
La ville de Porto est la deuxième plus grande du Portugal, à côté de l'embouchure du fleuve Douro.
Avec plus de 1,7 million d'habitants, elle est très attractive pour le tourisme.
Porto est une ville différente avec son propre rythme de vie, ses rues sont pittoresques, nostalgiques et historiques, classées par l'UNESCO au patrimoine mondial.
Une ville facile à visiter à pied, en flânant, depuis le Mercado do Bolhão ; en dégustant les vins célèbres ou en visitant des lieux emblématiques et intéressants tels que la Tour des Clercs, les Jardins du Palais de Cristal, la Cathédrale, l'Église de São Francisco, la librairie Lello, et la jolie Igreja do Carmo et Capela das Almas, même en se promenant par Ribeira, à côté du fleuve Douro L'immeuble est sans locataires. Ne manquez pas cette excellente opportunité d'investissement ! Marquez votre visite!",0,--,Não,Não,1989,https://i.maxwork.pt/mxw-650/energyefficiency/details/EF/C.png,Características   Perto de Transportes Públicos Urbano  Arrecadação Terraço  Cozinha Equipada Gás  Localização Local Movimentado  Perto de Ginásio Povoação  Perto de Hospital Vizinhança  Perto de Jardim Perto de Lojas  Perto de Igreja Centro da Cidade  Trânsito de Acesso Fácil Perto de Escola(s)  Perto de Autoestrada Electricidade  Água Internet  Saneamento Básico Gás Natural,Maria João Moreira,112,246,--
1688377064-13,"https://www.remax.pt/comprar?searchQueryState=%7B%22regionName%22:%22Porto%22,%22businessType%22:1,%22page%22:1,%22regionID%22:%22572%22,%22regionType%22:%22Region2ID%22,%22sort%22:%7B%22fieldToSort%22:%22PublishDate%22,%22order%22:1%7D,%22mapIsOpen%22:false,%22regionCoordinates%22:%7B%22latitude%22:41.1603642610245,%22longitude%22:-8.619519668643346%7D,%22regionZoom%22:12,%22prn%22:%22Porto,%20Porto%22%7D","venda-apartamento-t4-porto-paranhos                 Visita virtual     525 000 €         Porto -   Porto, Paranhos        Apartamento   175 m2    4    4",https://www.remax.pt/imoveis/venda-apartamento-t4-porto-paranhos/123821361-147,Apartamento T4 à venda em Porto,525 000 €,Paranhos,4,175 m2,Venda,"Descrição   Magnifico apartamento T4 inserido em condomínio fechado, muito tranquilo e com excelente vivencia. Localizado em pleno Carvalhido, no centro da Boavista, com fáceis acessos rodoviários e várias opções de transportes públicos. Unidade em venda, inserida em prédio de construção e promoção “Palhares”, com um excelente nível de acabamentos e áreas uteis bastantes generosas, constituindo uma excelente opção de habitação para agregados familiares maiores. Divisões: 2 Quartos Suites 2 Quartos 1 Quarto de banho de apoio aos quartos Cozinha Lavandaria Sala com recuperador de calor Dois lugares de garagem Arrumo   Venha visitar!",4,3º Andar,Sim,2 Lug.,2006,https://i.maxwork.pt/mxw-650/energyefficiency/details/EF/B.png,,Tiago Almeida,--,175,228
1688377067-14,"https://www.remax.pt/comprar?searchQueryState=%7B%22regionName%22:%22Porto%22,%22businessType%22:1,%22page%22:1,%22regionID%22:%22572%22,%22regionType%22:%22Region2ID%22,%22sort%22:%7B%22fieldToSort%22:%22PublishDate%22,%22order%22:1%7D,%22mapIsOpen%22:false,%22regionCoordinates%22:%7B%22latitude%22:41.1603642610245,%22longitude%22:-8.619519668643346%7D,%22regionZoom%22:12,%22prn%22:%22Porto,%20Porto%22%7D","venda-apartamento-t5-porto-ramalde                  895 000 €         Porto -   Porto, Ramalde        Apartamento   378 m2    4    5",https://www.remax.pt/imoveis/venda-apartamento-t5-porto-ramalde/124601236-68,Apartamento T5 à venda em Porto,895 000 €,Ramalde,5,378 m2,Venda,"Descrição   Apartamento T5 Duplex na Av. do Bessa  Incrivel apartamento de 2 frentes e dois pisos em plena Avenida do Bessa com vista para o estadio do Bessa , boa construção boa luminusidade , localização perfeita .  Lugar de garagem para 4 carros , Arrumos com cerca de 14m2  Agenda já a tua visita !! Ainda melhor ao vivo !!",4,5º Andar,Sim,3+ Lug.,2003,https://i.maxwork.pt/mxw-650/energyefficiency/details/EF/C.png,,Carina Rocha,--,291,--
1688377071-15,"https://www.remax.pt/comprar?searchQueryState=%7B%22regionName%22:%22Porto%22,%22businessType%22:1,%22page%22:1,%22regionID%22:%22572%22,%22regionType%22:%22Region2ID%22,%22sort%22:%7B%22fieldToSort%22:%22PublishDate%22,%22order%22:1%7D,%22mapIsOpen%22:false,%22regionCoordinates%22:%7B%22latitude%22:41.1603642610245,%22longitude%22:-8.619519668643346%7D,%22regionZoom%22:12,%22prn%22:%22Porto,%20Porto%22%7D","venda-apartamento-t1-porto-paranhos                  195 000 €         Porto -   Porto, Paranhos        Apartamento   70 m2    1    1",https://www.remax.pt/imoveis/venda-apartamento-t1-porto-paranhos/125691020-18,Apartamento T1 à venda em Porto,195 000 €,Paranhos,1,70 m2,Venda,"Descrição   Apartamento T1 junto ao Hospital da Prelada com:

- lugar de garagem;
- 2 elevadores;
- lavandari;
- cozinha equipada;
- voltado a poente;
- 2 roupeiros;
- sala com bastante luz natural, com lareira;
- varanda com vistas desafogadas;
- arrumos.

O apartamento está inserido num prédio com 2 elevadores, protegido por um vigilante durante o dia e por uma empresa de segurança à noite.
Localizado próximo ao hospital da Prelada, ao Centro Hípico do Sport Club do Porto e da escola EB1 dos Miosótis. Próximo de comércio, serviços e com transportes públicos.",1,3º Andar,Sim,1 Lug.,1994,https://i.maxwork.pt/mxw-650/energyefficiency/details/EF/C.png,,Sérgio Nogueira,--,70,81
1688377074-16,"https://www.remax.pt/comprar?searchQueryState=%7B%22regionName%22:%22Porto%22,%22businessType%22:1,%22page%22:1,%22regionID%22:%22572%22,%22regionType%22:%22Region2ID%22,%22sort%22:%7B%22fieldToSort%22:%22PublishDate%22,%22order%22:1%7D,%22mapIsOpen%22:false,%22regionCoordinates%22:%7B%22latitude%22:41.1603642610245,%22longitude%22:-8.619519668643346%7D,%22regionZoom%22:12,%22prn%22:%22Porto,%20Porto%22%7D","venda-loja-porto-aldoar-foz-do-douro-e-nevogilde                  280 000 €         Porto -   Porto, Aldoar, Foz do Douro e Nevogilde        Loja   128 m2    1    --",https://www.remax.pt/imoveis/venda-loja-porto-aldoar-foz-do-douro-e-nevogilde/123821022-426,Loja à venda em Porto,280 000 €,"Aldoar, Foz do Douro e Nevogilde",--,128 m2,Venda,"Descrição   Loja Comercial/Escritório – Foz, Porto   Num dos prédios mais emblemáticos da Foz, encontra este espaço como uma oportunidade única para Loja Comercial ou Escritório.   Com uma área de 128m2, muito bem distribuído em 2 pisos, este espaço está pronto para responder às suas necessidades.   Composto por:   Piso Térreo:
 - 3 Escritórios (1 Escritório para 1 Pessoa, 1 Escritório para 2 Pessoas 1 Escritório Grande para 4 Pessoas)
 - 1 Casa de Banho   Piso -1:
 - 2 Escritórios para 2 Pessoas
 - 1 Sala de Reuniões
 - 2 Salas de Arquivo   Situada no coração da Foz, no Caminho da Fonte de Cima, está próximo de todo o tipo de comércio, serviços e transportes públicos.   Agende a sua visita e Agarre esta Oportunidade de estabelecer o seu Escritório ou o seu Espaço Comercial que tanto sonhou, numa zona de destaque no Porto.   ______________________   Commercial Store/Office – Foz, Porto   In one of the most emblematic buildings in Foz, you will find this space as a unique opportunity for a commercial store or office.   With an area of 128m2, very well distributed over 2 floors, this space is ready to respond to your needs.   Composed by:   Ground floor:
- 3 Offices (1 Office for 1 Person, 1 Office for 2 People 1 Large Office for 4 People)
- 1 bathroom   Floor -1:
- 2 Offices for 2 People
- 1 Meeting Room
- 2 Archive Rooms   Located in the heart of Foz, on Caminho da Fonte de Cima, it is close to all types of commerce, services and public transport.   Schedule your visit and Grab this Opportunity to establish your Office or Commercial Space that you dreamed of so much, in a prominent area in Porto.",1,--,Não,Não,1994,https://i.maxwork.pt/mxw-650/energyefficiency/details/EF/C.png,Características   Urbano Perto de Transportes Públicos  Perto de Ginásio Perto de Mar  Perto de Hospital Perto de Parque  Perto de Escola(s) Perto de Igreja  Perto de Lojas,José Neto,--,--,--
1688377077-17,"https://www.remax.pt/comprar?searchQueryState=%7B%22regionName%22:%22Porto%22,%22businessType%22:1,%22page%22:1,%22regionID%22:%22572%22,%22regionType%22:%22Region2ID%22,%22sort%22:%7B%22fieldToSort%22:%22PublishDate%22,%22order%22:1%7D,%22mapIsOpen%22:false,%22regionCoordinates%22:%7B%22latitude%22:41.1603642610245,%22longitude%22:-8.619519668643346%7D,%22regionZoom%22:12,%22prn%22:%22Porto,%20Porto%22%7D","venda-escritório-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria                  75 000 €         Porto -   Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória        Escritório   30 m2    1    --",https://www.remax.pt/imoveis/venda-escritorio-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria/122671065-157,Escritório à venda em Porto,75 000 €,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",--,30 m2,Venda,"Descrição   Escritório | Consultório | WC Privativo Possibilidade de Lugar de Garagem Batalha | Sé | Porto   Está perante um escritório de 30m2, inserido em edifício com dois elevadores, situado na Rua de Alexandre Herculano, mesmo ao lado do edifício do Parque de Estacionamento da Batalha.   Certos de que não ficará indiferente ao presente imóvel, contacte-nos ainda hoje se desejar alguma informação ou esclarecimento adicional, bem como se desejar uma visita presencial. Ficamos ao seu inteiro dispor.   Referência interna do imóvel: ID 122671065-157",1,4º Andar,Sim,1 Lug.,1997,https://i.maxwork.pt/mxw-650/energyefficiency/details/EF/D.png,,Ângela Pinto,--,30,--
1688377080-18,"https://www.remax.pt/comprar?searchQueryState=%7B%22regionName%22:%22Porto%22,%22businessType%22:1,%22page%22:1,%22regionID%22:%22572%22,%22regionType%22:%22Region2ID%22,%22sort%22:%7B%22fieldToSort%22:%22PublishDate%22,%22order%22:1%7D,%22mapIsOpen%22:false,%22regionCoordinates%22:%7B%22latitude%22:41.1603642610245,%22longitude%22:-8.619519668643346%7D,%22regionZoom%22:12,%22prn%22:%22Porto,%20Porto%22%7D","venda-escritório-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria                  100 000 €         Porto -   Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória        Escritório   49 m2    1    --",https://www.remax.pt/imoveis/venda-escritorio-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria/122671065-158,Escritório à venda em Porto,100 000 €,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",--,49 m2,Venda,"Descrição   Escritório | Consultório | WC Privativo Possibilidade de Lugar de Garagem Batalha | Sé | Porto   Está perante um escritório de 49m2, inserido em edifício com dois elevadores, situado na Rua de Alexandre Herculano, mesmo ao lado do edifício do Parque de Estacionamento da Batalha.   Certos de que não ficará indiferente ao presente imóvel, contacte-nos ainda hoje se desejar alguma informação ou esclarecimento adicional, bem como se desejar uma visita presencial. Ficamos ao seu inteiro dispor.   Referência interna do imóvel: ID 122671065-158",1,2º Andar,Sim,1 Lug.,1997,https://i.maxwork.pt/mxw-650/energyefficiency/details/EF/C.png,,Ângela Pinto,--,49,--
1688377083-19,"https://www.remax.pt/comprar?searchQueryState=%7B%22regionName%22:%22Porto%22,%22businessType%22:1,%22page%22:1,%22regionID%22:%22572%22,%22regionType%22:%22Region2ID%22,%22sort%22:%7B%22fieldToSort%22:%22PublishDate%22,%22order%22:1%7D,%22mapIsOpen%22:false,%22regionCoordinates%22:%7B%22latitude%22:41.1603642610245,%22longitude%22:-8.619519668643346%7D,%22regionZoom%22:12,%22prn%22:%22Porto,%20Porto%22%7D","venda-escritório-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria                 Visita virtual     160 000 €         Porto -   Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória        Escritório   95 m2    2    --",https://www.remax.pt/imoveis/venda-escritorio-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria/122671065-159,Escritório à venda em Porto,160 000 €,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",--,95 m2,Venda,"Descrição   Escritórios | Consultório | Terraços Possibilidade de Lugar de Garagem Batalha | Sé | Porto   Está perante um escritório de 95m2, inserido em edifício com dois elevadores, situado na Rua de Alexandre Herculano, mesmo ao lado do edifício do Parque de Estacionamento da Batalha.   Certos de que não ficará indiferente ao presente imóvel, contacte-nos ainda hoje se desejar alguma informação ou esclarecimento adicional, bem como se desejar uma visita presencial. Ficamos ao seu inteiro dispor.   Referência interna do imóvel: ID 122671065-159",2,3º Andar,Não,1 Lug.,1997,https://i.maxwork.pt/mxw-650/energyefficiency/details/EF/C.png,,Ângela Pinto,--,72,--
1688377086-20,"https://www.remax.pt/comprar?searchQueryState=%7B%22regionName%22:%22Porto%22,%22businessType%22:1,%22page%22:1,%22regionID%22:%22572%22,%22regionType%22:%22Region2ID%22,%22sort%22:%7B%22fieldToSort%22:%22PublishDate%22,%22order%22:1%7D,%22mapIsOpen%22:false,%22regionCoordinates%22:%7B%22latitude%22:41.1603642610245,%22longitude%22:-8.619519668643346%7D,%22regionZoom%22:12,%22prn%22:%22Porto,%20Porto%22%7D","venda-moradia-t4-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria                 Visita virtual     250 000 €         Porto -   Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória        Moradia   77 m2    4    4",https://www.remax.pt/imoveis/venda-moradia-t4-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria/125061185-3,Moradia T4 à venda em Porto,250 000 €,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",4,77 m2,Venda,"Descrição   Bem-vindo a uma ilha encantadora, localizada na Lapa, no coração da cidade do Porto. Essa ilha única é composta por quatro casas, sendo que três delas já foram totalmente remodeladas. Com um design moderno e elegante, as casas oferecem um ambiente acolhedor e confortável para os seus futuros moradores. A ilha está estrategicamente situada numa localização privilegiada, muito próxima da Baixa do Porto, o que permite fácil acesso a todas as comodidades e atrações que a cidade tem para oferecer. Além disso, a proximidade com faculdades e instituições educacionais torna essa ilha uma excelente opção para investimento, com um potencial atrativo para estudantes e profissionais. Cada uma das casas remodeladas possui um layout funcional e contemporâneo, oferecendo espaços amplos e luminosos. Os interiores foram cuidadosamente projetados para garantir o máximo conforto e comodidade. Os moradores desfrutarão de uma atmosfera moderna e convidativa. A casa que se encontra para remodelação é um duplex, adicionando um elemento único à ilha. Os novos proprietários terão a oportunidade de personalizar e adaptar o espaço de acordo com as suas preferências individuais. O duplex oferece a possibilidade de desfrutar de dois níveis distintos, proporcionando um maior aproveitamento do espaço. Além disso, a ilha em si possui um charme especial. Com um pátio compartilhado entre as casas, os moradores terão a oportunidade de criar um ambiente comunitário acolhedor, onde podem interagir e compartilhar momentos especiais. Em resumo, essa ilha na Lapa, Porto, oferece uma oportunidade única de investimento. Com três casas já remodeladas e uma duplex para remodelação, todas localizadas  num ponto central próximo à Baixa do Porto e a instituições educacionais, é o lugar perfeito para aproveitar a vida urbana e explorar as riquezas culturais e históricas da cidade. Nas proximidades podemos encontrar: Igreja da Lapa - 154 m Hospital da Ordem da Lapa - 116 m Motoboxe - 276 m Centro Cultural e Desportivo dos Trabalhadores da CMP - 223 m Metro Lapa [A,B,C,E,F] - 314 m Praça da República - 360 m Farmácia Da Lapa - 260 m Avenida dos Aliados – 5 minutos a pé Faculdade de Direito da Universidade do Porto – 5 minutos a pé Metro da Trindade – 4 minutos a pé Aproveite esta oportunidade. Marque já a sua visita. ------------------------------------------------------------------------------------------------------------------------------------------------ Welcome to a charming island, located in Lapa, in the heart of Porto. This unique island is composed of four houses, three of which have already been fully remodeled. With a modern and elegant design, the houses offer a warm and comfortable environment for their future residents. The island is strategically situated in a privileged location, very close to downtown Porto, which allows easy access to all amenities and attractions that the city has to offer. In addition, the proximity to colleges and educational institutions makes this island an excellent option for investment, with an attractive potential for students and professionals. Each of the remodeled homes has a functional and contemporary layout, offering large and bright spaces. The interiors have been carefully designed to ensure maximum comfort and convenience. Residents will enjoy a modern and inviting atmosphere. The home that is up for remodeling is a duplex, adding a unique element to the island. The new owners will have the opportunity to customize and adapt the space according to their individual preferences. The duplex offers the possibility to enjoy two separate levels, providing a greater use of space. In addition, the island itself has a special charm. With a shared patio between the houses, the residents will have the opportunity to create a warm community environment where they can interact and share special moments. In summary, this island in Lapa, Porto, offers a unique investment opportunity. With three houses already remodeled and a duplex for remodeling, all located in a central point near downtown Porto and educational institutions, it is the perfect place to enjoy urban life and explore the cultural and historical riches of the city. Take this opportunity. Book your visit now",4,--,Não,Não,1937,https://i.maxwork.pt/mxw-650/energyefficiency/details/EF/NC.png,Características   Perto de Transportes Públicos Centro da Cidade  Perto de Autoestrada Perto de Hospital  Perto de Jardim Trânsito de Acesso Fácil  Vizinhança Perto de Igreja  Perto de Escola(s) Perto de Parque  Perto de Ginásio Perto de Lojas  Residencial Internet  Electricidade Gás  Água,Nelson Mendonça,--,77,--
